,age,job,marital,education,balance,housing,duration,campaign,approval
1135,57.0,5,1,2,0,1,648.0,1,1
1136,36.0,7,2,1,1482,1,177.0,2,0
1137,42.0,1,1,1,3052,1,32.0,1,0
1138,35.0,9,0,1,56,0,24.0,12,0
1139,52.0,2,0,0,278,1,688.0,2,0
1140,36.0,4,2,2,3875,1,21.0,5,0
1141,46.0,9,1,1,-337,1,112.0,1,0
1142,60.0,4,0,2,366,0,593.0,1,1
1143,57.0,3,1,0,501,1,59.0,2,0
1144,48.0,4,1,2,998,1,121.0,3,0
1145,59.0,6,1,0,0,1,97.0,2,0
1146,39.0,4,1,2,246,0,86.0,2,0
1147,44.0,1,1,1,-182,1,10.0,10,0
1148,27.0,4,2,2,446,0,205.0,3,0
1149,59.0,5,1,1,1173,0,77.0,2,0
1150,36.0,9,0,1,5957,1,138.0,2,0
1151,44.0,0,1,1,205,0,289.0,1,1
1152,50.0,0,1,1,0,0,86.0,4,0
1153,41.0,4,0,2,369,1,9.0,3,0
1154,47.0,0,1,1,1934,0,225.0,1,0
1155,32.0,9,2,2,259,0,407.0,4,0
1156,38.0,1,1,1,284,1,1030.0,6,0
1157,55.0,1,1,3,23,0,123.0,2,0
1158,38.0,4,2,2,1373,0,119.0,4,0
1159,31.0,4,2,2,62,1,175.0,1,0
1160,38.0,1,0,1,157,0,299.0,5,0
1161,29.0,10,2,2,991,0,563.0,1,0
1162,55.0,7,1,1,186,1,241.0,1,0
1163,35.0,10,1,1,977,1,52.0,4,0
1164,40.0,6,2,2,2893,0,76.0,3,0
1165,34.0,1,1,1,1897,1,441.0,1,0
1166,32.0,9,2,2,5514,0,319.0,1,1
1167,33.0,1,1,1,889,1,13.0,1,0
1168,33.0,4,1,2,273,1,803.0,1,1
1169,37.0,0,1,1,1193,0,396.0,2,0
1170,58.0,4,1,2,2729,0,188.0,1,0
1171,36.0,0,2,1,0,0,637.0,1,0
1172,42.0,1,1,1,230,1,175.0,7,0
1173,34.0,9,2,1,2729,1,945.0,1,0
1174,35.0,4,1,2,317,1,162.0,3,0
1175,60.0,3,1,0,517,0,1178.0,3,0
1176,50.0,4,1,2,-470,1,506.0,2,0
1177,28.0,6,2,2,4579,0,409.0,2,1
1178,27.0,1,0,1,1,1,116.0,3,0
1179,37.0,4,1,2,5106,0,244.0,1,1
1180,31.0,9,1,2,636,1,352.0,4,1
1181,34.0,7,1,1,1076,0,152.0,1,1
1182,38.0,4,1,2,126,1,164.0,2,0
1183,32.0,6,1,1,-33,1,234.0,3,0
1184,37.0,9,1,1,430,0,154.0,4,0
1185,33.0,0,1,1,-6,1,566.0,2,0
1186,71.0,9,1,2,383,0,327.0,2,0
1187,27.0,9,1,1,130,1,265.0,3,0
1188,38.0,1,1,0,2569,0,172.0,1,0
1189,34.0,9,2,1,201,0,257.0,2,0
1190,54.0,5,0,2,0,0,618.0,1,1
1191,30.0,1,1,1,6,1,241.0,3,0
1192,35.0,2,2,1,475,0,936.0,4,0
1193,33.0,1,2,1,706,1,329.0,1,0
1194,36.0,4,1,1,1825,1,24.0,1,0
1195,59.0,6,1,2,185,0,177.0,5,0
1196,72.0,1,1,0,4415,0,120.0,1,0
1197,64.0,4,1,2,679,0,135.0,3,0
1198,53.0,9,0,1,320,0,175.0,1,0
1199,35.0,4,2,2,2988,1,179.0,1,0
1200,58.0,6,1,1,1407,1,58.0,1,0
1201,40.0,9,1,1,1270,0,342.0,2,0
1202,41.0,7,0,1,654,1,139.0,2,0
1203,48.0,5,1,0,5173,1,88.0,8,0
1204,44.0,2,1,2,3463,1,210.0,3,0
1205,39.0,1,1,3,0,0,731.0,1,0
1206,61.0,4,1,2,6016,0,670.0,3,1
1207,36.0,2,1,0,177,1,63.0,5,0
1208,28.0,4,1,2,3694,0,70.0,2,0
1209,58.0,5,2,1,1640,0,72.0,6,0
1210,60.0,0,0,1,174,1,241.0,1,0
1211,66.0,0,2,1,10177,0,272.0,4,0
1212,36.0,4,2,2,490,0,207.0,8,1
1213,49.0,6,1,1,2576,1,64.0,6,0
1214,40.0,7,1,1,0,0,543.0,2,0
1215,23.0,9,2,1,598,0,166.0,1,0
1216,29.0,4,2,2,15459,0,245.0,3,0
1217,44.0,1,1,0,271,1,94.0,1,0
1218,54.0,11,1,3,2508,0,34.0,8,0
1219,47.0,1,1,0,320,0,203.0,2,0
1220,33.0,0,1,2,640,0,318.0,1,0
1221,30.0,6,1,1,1772,1,158.0,4,0
1222,27.0,0,2,1,15,0,177.0,1,0
1223,49.0,4,0,2,2370,1,56.0,1,0
1224,27.0,7,2,1,201,1,172.0,2,0
1225,51.0,1,1,1,160,1,136.0,1,0
1226,32.0,0,0,1,5,1,82.0,3,0
1227,30.0,1,2,1,75,1,123.0,1,0
1228,33.0,0,1,1,4902,1,110.0,1,0
1229,27.0,1,2,0,-79,1,385.0,5,0
1230,75.0,5,0,1,1341,0,415.0,7,1
1231,37.0,7,0,1,490,1,73.0,1,0
1232,36.0,9,2,1,1521,1,243.0,2,0
1233,37.0,1,1,1,131,1,137.0,2,0
1234,35.0,4,1,2,8,1,55.0,4,0
1235,32.0,7,1,1,-632,1,18.0,5,0
1236,32.0,0,2,1,116,0,255.0,2,0
1237,35.0,0,1,0,189,1,95.0,1,0
1238,31.0,1,1,0,2,1,112.0,1,0
1239,28.0,1,2,1,4229,1,205.0,2,0
1240,27.0,7,1,1,54,1,97.0,1,0
1241,22.0,8,2,3,549,0,154.0,1,0
1242,35.0,1,1,0,298,1,135.0,2,0
1243,69.0,5,1,0,579,0,230.0,1,0
1244,37.0,2,2,2,1467,1,349.0,1,0
1245,45.0,0,2,1,0,1,38.0,1,0
1246,47.0,4,1,2,109,1,268.0,1,0
1247,52.0,4,1,2,-11,1,94.0,4,0
1248,33.0,7,1,1,90,1,263.0,2,0
1249,60.0,1,1,0,493,0,671.0,4,1
1250,33.0,4,0,1,1897,1,197.0,1,0
1251,44.0,0,1,1,2403,1,180.0,2,0
1252,38.0,2,1,1,868,0,452.0,2,0
1253,54.0,2,1,1,653,1,352.0,1,0
1254,32.0,10,0,0,0,0,175.0,4,0
1255,33.0,9,1,1,0,1,163.0,2,0
1256,55.0,7,0,1,218,1,200.0,2,0
1257,51.0,1,1,0,5050,0,75.0,7,0
1258,48.0,1,1,1,741,1,227.0,1,0
1259,37.0,7,2,1,1050,1,586.0,3,0
1260,33.0,7,2,1,-56,0,119.0,5,0
1261,30.0,1,1,0,1,1,80.0,2,0
1262,43.0,1,1,0,-98,1,112.0,2,0
1263,49.0,9,1,1,4667,1,130.0,2,0
1264,54.0,10,1,0,541,1,237.0,3,0
1265,31.0,10,1,2,7744,0,377.0,8,0
1266,54.0,11,1,3,895,0,335.0,1,1
1267,36.0,10,1,1,-129,1,121.0,3,0
1268,30.0,0,1,1,0,0,127.0,5,0
1269,27.0,9,2,1,158,0,650.0,2,1
1270,30.0,0,1,1,122,1,107.0,1,0
1271,30.0,1,1,1,673,1,610.0,2,0
1272,35.0,9,0,1,0,0,124.0,4,0
1273,33.0,7,0,1,411,1,216.0,1,0
1274,43.0,1,0,0,-97,1,747.0,4,0
1275,41.0,1,1,1,-217,1,313.0,1,0
1276,41.0,4,0,2,5037,0,252.0,9,1
1277,46.0,0,0,1,2232,0,121.0,1,1
1278,54.0,1,1,1,-932,1,799.0,1,0
1279,32.0,4,1,2,913,1,883.0,1,0
1280,30.0,9,2,2,236,1,197.0,1,0
1281,40.0,2,1,0,0,1,271.0,2,0
1282,30.0,1,1,0,2581,0,221.0,2,0
1283,27.0,0,1,1,639,0,243.0,3,0
1284,41.0,1,1,0,849,1,72.0,1,0
1285,54.0,7,1,1,386,1,155.0,2,0
1286,32.0,4,2,2,1218,1,70.0,2,0
1287,31.0,4,1,2,2603,1,280.0,4,1
1288,42.0,1,1,1,-921,1,115.0,2,0
1289,48.0,0,1,0,607,0,29.0,2,0
1290,34.0,1,1,0,79,1,406.0,2,0
1291,55.0,9,0,1,61,1,113.0,3,0
1292,49.0,9,1,1,1091,0,47.0,2,0
1293,46.0,4,0,2,743,0,36.0,2,0
1294,47.0,2,1,3,209,1,135.0,2,0
1295,24.0,4,2,2,172,0,67.0,2,0
1296,58.0,2,1,1,2,0,684.0,1,0
1297,32.0,4,2,2,41,0,686.0,5,1
1298,25.0,8,2,1,1116,1,170.0,3,0
1299,49.0,1,1,1,-55,0,150.0,3,0
1300,59.0,5,0,1,5845,0,1060.0,2,1
1301,30.0,4,2,2,329,1,122.0,16,0
1302,46.0,1,1,1,494,1,724.0,1,0
1303,42.0,4,1,3,1519,0,230.0,1,1
1304,37.0,2,1,2,2685,0,187.0,2,0
1305,44.0,1,1,0,-14,1,179.0,4,0
1306,49.0,7,1,1,5673,0,357.0,3,0
1307,41.0,1,1,1,1459,0,82.0,1,0
1308,48.0,9,1,2,0,0,176.0,15,0
1309,31.0,4,1,1,625,1,424.0,1,0
1310,37.0,8,1,3,0,0,115.0,1,0
1311,51.0,7,1,1,867,1,177.0,2,0
1312,80.0,5,1,1,8304,0,712.0,1,1
1313,32.0,4,2,2,151,1,118.0,1,0
1314,48.0,7,1,0,-583,1,25.0,7,0
1315,49.0,1,1,2,1784,0,753.0,1,0
1316,30.0,4,1,2,3134,1,124.0,1,0
1317,27.0,6,2,1,49,1,208.0,2,0
1318,34.0,9,1,1,-346,0,136.0,4,0
1319,49.0,4,1,1,1623,1,1081.0,2,1
1320,48.0,4,1,2,60,0,376.0,2,0
1321,40.0,7,1,1,17,0,78.0,1,0
1322,38.0,1,1,1,2008,1,354.0,1,0
1323,46.0,1,1,0,91,1,29.0,1,0
1324,41.0,2,1,2,171,1,209.0,1,0
1325,28.0,4,2,2,1027,1,433.0,1,0
1326,51.0,7,1,3,5801,1,147.0,2,0
1327,33.0,1,0,0,142,1,41.0,2,0
1328,26.0,4,2,2,205,0,111.0,1,0
1329,34.0,0,2,1,852,0,108.0,2,0
1330,27.0,1,1,1,-584,1,411.0,2,0
1331,42.0,6,1,1,97,0,108.0,2,0
1332,45.0,0,1,1,204,1,224.0,2,1
1333,31.0,9,2,1,628,1,1083.0,2,0
1334,32.0,4,2,2,311,0,757.0,2,1
1335,39.0,1,1,0,1564,0,57.0,1,0
1336,26.0,1,2,1,856,1,95.0,5,0
1337,40.0,4,2,2,1509,0,144.0,2,0
1338,52.0,7,1,1,-888,0,135.0,1,0
1339,40.0,9,2,2,226,0,176.0,2,0
1340,48.0,9,1,1,127,0,524.0,5,0
1341,31.0,7,1,1,413,1,65.0,1,0
1342,27.0,0,1,1,710,1,653.0,1,1
1343,47.0,9,1,1,1233,1,91.0,1,1
1344,28.0,4,2,1,171,0,93.0,1,1
1345,40.0,4,0,2,69,1,503.0,2,0
1346,34.0,0,1,1,1499,1,186.0,1,0
1347,29.0,6,1,2,751,1,121.0,2,0
1348,36.0,4,1,2,61,0,452.0,2,0
1349,83.0,5,1,0,425,0,883.0,1,1
1350,55.0,7,0,0,2923,1,104.0,2,0
1351,43.0,4,0,2,99,0,24.0,3,0
1352,23.0,8,2,1,1021,0,79.0,9,0
1353,44.0,9,1,2,1146,0,178.0,2,0
1354,58.0,1,1,0,781,1,74.0,2,0
1355,29.0,0,2,1,1448,0,217.0,1,0
1356,30.0,4,2,2,604,0,475.0,1,0
1357,29.0,0,2,1,-194,1,127.0,1,0
1358,41.0,9,1,1,0,0,101.0,1,0
1359,35.0,3,1,0,0,1,340.0,3,0
1360,31.0,9,2,1,1014,1,158.0,4,0
1361,27.0,0,2,2,73,0,242.0,1,0
1362,47.0,7,1,1,2597,1,323.0,1,0
1363,53.0,6,1,2,2627,1,18.0,30,0
1364,34.0,4,1,2,1906,1,68.0,3,0
1365,34.0,1,1,0,-319,1,134.0,4,0
1366,36.0,4,1,2,-296,1,113.0,3,0
1367,40.0,9,1,1,169,1,43.0,4,0
1368,37.0,6,2,2,556,0,200.0,2,0
1369,65.0,5,0,3,300,0,245.0,2,0
1370,53.0,9,0,1,751,1,343.0,4,0
1371,28.0,9,2,1,126,0,229.0,1,0
1372,33.0,9,0,2,-386,1,530.0,1,0
1373,56.0,1,1,0,379,0,58.0,5,0
1374,45.0,6,1,1,706,0,78.0,2,0
1375,39.0,9,1,1,9121,0,147.0,1,0
1376,28.0,4,2,2,1466,1,40.0,1,0
1377,36.0,1,1,0,0,1,618.0,2,0
1378,41.0,1,1,0,951,1,23.0,4,0
1379,46.0,0,1,1,368,0,293.0,1,1
1380,41.0,1,1,1,121,1,16.0,6,0
1381,59.0,7,1,1,204,0,286.0,2,0
1382,24.0,0,1,1,299,1,209.0,1,0
1383,34.0,4,1,2,4170,1,935.0,1,0
1384,40.0,1,1,0,-335,1,260.0,1,0
1385,42.0,0,1,1,3165,1,298.0,4,0
1386,50.0,7,1,1,254,1,397.0,2,0
1387,25.0,4,2,2,553,1,113.0,4,0
1388,51.0,7,0,1,518,1,76.0,1,0
1389,50.0,4,1,2,85,0,141.0,1,0
1390,37.0,1,1,3,603,1,773.0,2,0
1391,21.0,7,2,1,361,0,329.0,1,0
1392,52.0,1,1,1,-98,1,423.0,1,0
1393,55.0,5,1,0,4424,0,67.0,4,0
1394,26.0,9,2,1,2610,1,626.0,1,0
1395,38.0,9,1,2,3234,0,578.0,2,1
1396,32.0,1,1,1,687,1,61.0,1,0
1397,31.0,1,1,1,631,1,248.0,4,0
1398,34.0,9,2,1,341,0,136.0,1,0
1399,33.0,9,2,2,316,0,126.0,3,0
1400,35.0,9,1,1,2,0,653.0,3,0
1401,44.0,4,1,3,415,1,7.0,7,0
1402,48.0,4,0,2,507,1,528.0,1,0
1403,29.0,1,1,1,912,1,785.0,1,0
1404,50.0,4,1,2,0,0,243.0,5,0
1405,37.0,1,1,0,37,1,24.0,2,0
1406,44.0,0,2,1,2524,0,82.0,1,0
1407,36.0,10,2,2,9019,1,952.0,3,0
1408,49.0,1,0,3,39,1,27.0,5,0
1409,31.0,1,1,1,0,1,143.0,1,0
1410,49.0,9,0,1,265,1,274.0,6,0
1411,35.0,1,2,1,0,1,1174.0,1,1
1412,57.0,0,0,3,4012,0,915.0,1,0
1413,42.0,1,1,0,1520,1,115.0,1,0
1414,36.0,1,0,1,-140,1,222.0,2,0
1415,75.0,5,0,0,852,0,341.0,1,0
1416,38.0,1,2,1,578,1,112.0,2,0
1417,40.0,1,1,0,0,1,64.0,2,0
1418,38.0,7,2,1,2253,1,937.0,3,1
1419,34.0,4,2,2,1171,1,129.0,1,0
1420,29.0,9,2,2,452,1,59.0,1,0
1421,28.0,0,1,1,-97,1,79.0,1,0
1422,79.0,5,1,1,4738,0,151.0,5,0
1423,51.0,0,0,1,467,1,83.0,1,0
1424,32.0,8,2,2,0,0,101.0,5,0
1425,36.0,4,1,2,495,0,157.0,3,1
1426,38.0,2,1,1,157,0,57.0,11,0
1427,49.0,6,1,1,358,1,176.0,3,0
1428,42.0,7,1,1,292,1,222.0,3,0
1429,43.0,1,1,0,7343,1,217.0,4,0
1430,34.0,1,1,1,-563,1,252.0,1,0
1431,59.0,5,2,1,351,1,1063.0,5,1
1432,35.0,11,1,0,365,0,41.0,2,0
1433,33.0,1,2,1,13494,1,27.0,25,0
1434,34.0,0,2,1,846,1,758.0,2,0
1435,64.0,5,1,1,1574,0,301.0,3,1
1436,34.0,2,1,2,-28,1,574.0,1,0
1437,77.0,5,1,2,0,0,847.0,1,1
1438,57.0,5,1,0,2927,0,78.0,5,0
1439,30.0,1,1,1,501,1,514.0,1,0
1440,56.0,3,0,0,1238,0,1558.0,1,1
1441,49.0,11,1,3,301,0,789.0,2,0
1442,73.0,5,1,0,1388,0,146.0,3,0
1443,39.0,9,2,1,102,1,272.0,2,0
1444,57.0,9,0,0,13,1,323.0,2,0
1445,32.0,6,1,1,413,1,712.0,2,0
1446,32.0,9,2,2,4665,1,860.0,2,1
1447,45.0,0,1,1,638,1,75.0,9,0
1448,32.0,1,1,1,101,1,191.0,4,0
1449,31.0,4,1,2,1224,1,1441.0,2,1
1450,49.0,6,1,1,1103,0,428.0,2,0
1451,29.0,7,1,1,3748,0,322.0,3,0
1452,55.0,9,1,1,955,1,104.0,1,0
1453,30.0,0,1,1,518,1,127.0,1,0
1454,45.0,7,2,0,1893,1,1259.0,6,1
1455,39.0,9,1,2,14,0,114.0,2,0
1456,36.0,0,1,1,-423,1,106.0,1,0
1457,33.0,4,1,2,3696,0,305.0,1,0
1458,36.0,4,1,2,2987,1,307.0,1,1
1459,31.0,9,2,1,433,0,1504.0,2,0
1460,36.0,9,1,3,756,0,396.0,3,0
1461,38.0,9,2,2,0,1,71.0,1,0
1462,33.0,11,1,1,2727,0,205.0,3,0
1463,40.0,9,1,1,93,1,134.0,2,0
1464,31.0,1,1,1,1766,0,166.0,2,1
1465,39.0,7,1,1,124,1,81.0,5,0
1466,33.0,0,1,2,69,0,77.0,2,0
1467,53.0,7,0,1,0,0,80.0,2,1
1468,38.0,4,1,2,0,1,537.0,5,0
1469,59.0,9,1,1,259,0,415.0,1,1
1470,55.0,1,1,0,4103,0,291.0,1,0
1471,38.0,9,2,2,744,1,283.0,1,0
1472,48.0,7,1,1,116,1,70.0,4,0
1473,53.0,1,1,1,70,1,611.0,2,0
1474,44.0,0,0,1,432,0,132.0,3,0
1475,57.0,4,1,2,1172,0,26.0,1,0
1476,29.0,1,2,1,9,1,262.0,3,0
1477,31.0,7,1,1,428,1,272.0,1,0
1478,35.0,9,2,2,7546,1,137.0,1,0
1479,31.0,1,1,0,620,0,95.0,1,0
1480,35.0,6,1,2,8647,0,140.0,2,0
1481,40.0,4,2,1,192,1,71.0,11,0
1482,39.0,1,1,1,0,1,502.0,1,0
1483,43.0,9,2,2,27733,1,164.0,7,0
1484,44.0,2,1,0,276,1,219.0,1,0
1485,29.0,9,2,1,113,0,328.0,2,1
1486,40.0,9,1,1,782,1,224.0,2,0
1487,33.0,2,1,0,82,1,63.0,2,0
1488,46.0,4,1,2,1008,0,24.0,13,0
1489,27.0,11,2,2,6421,0,147.0,4,0
1490,26.0,0,2,1,443,0,84.0,3,0
1491,41.0,9,1,1,351,1,175.0,1,0
1492,34.0,9,1,2,5060,1,12.0,21,0
1493,39.0,9,2,2,-41,0,40.0,15,0
1494,27.0,7,2,1,-124,0,217.0,1,0
1495,31.0,1,1,1,79,1,235.0,11,0
1496,44.0,10,2,1,3945,0,255.0,1,0
1497,55.0,5,1,2,197,0,256.0,1,0
1498,51.0,1,0,0,837,0,41.0,2,0
1499,50.0,4,1,2,-94,0,75.0,1,0
1500,30.0,7,1,1,1743,1,192.0,4,0
1501,46.0,9,1,1,57,0,796.0,1,1
1502,49.0,0,1,1,635,0,220.0,3,0
1503,56.0,5,1,1,-113,1,614.0,2,0
1504,47.0,0,0,1,225,0,1126.0,4,1
1505,30.0,0,1,1,124,0,161.0,2,0
1506,36.0,2,2,1,475,0,141.0,3,0
1507,40.0,4,1,2,-7,0,697.0,1,0
1508,37.0,9,2,1,375,0,223.0,2,0
1509,42.0,0,0,1,936,0,931.0,1,1
1510,45.0,9,1,1,1415,1,483.0,1,0
1511,34.0,10,2,1,0,0,63.0,2,0
1512,27.0,0,2,1,3638,0,271.0,5,0
1513,30.0,1,1,1,-99,1,144.0,5,0
1514,32.0,9,1,1,167,1,79.0,3,0
1515,46.0,3,1,0,19,1,171.0,1,0
1516,29.0,6,1,2,242,1,73.0,4,0
1517,53.0,11,1,3,13,0,69.0,1,0
1518,32.0,9,1,1,286,0,60.0,1,0
1519,49.0,10,1,1,769,1,257.0,1,0
1520,35.0,4,1,2,93,0,198.0,2,0
1521,38.0,1,1,1,1663,1,217.0,3,0
1522,39.0,2,1,0,238,1,134.0,1,0
1523,34.0,9,2,1,2178,1,41.0,1,0
1524,42.0,1,1,0,792,1,611.0,2,0
1525,35.0,1,2,3,871,1,216.0,3,0
1526,60.0,0,1,1,1025,0,388.0,8,0
1527,57.0,9,0,1,63,1,242.0,1,0
1528,31.0,1,2,1,16,0,387.0,1,0
1529,29.0,4,2,1,417,0,90.0,1,0
1530,41.0,7,1,1,3992,1,281.0,2,0
1531,46.0,1,1,0,2749,1,332.0,1,0
1532,33.0,9,1,1,133,0,218.0,1,1
1533,32.0,1,2,1,1721,1,650.0,2,0
1534,54.0,4,0,2,2171,1,1034.0,1,1
1535,37.0,7,1,1,4760,1,182.0,2,0
1536,32.0,9,2,1,2979,0,156.0,1,0
1537,43.0,4,1,2,690,1,171.0,3,0
1538,50.0,1,0,1,203,1,265.0,1,0
1539,34.0,1,1,1,322,1,10.0,3,0
1540,31.0,0,0,1,1210,0,350.0,1,0
1541,43.0,6,1,1,634,1,65.0,1,0
1542,49.0,2,1,1,273,0,58.0,1,0
1543,22.0,8,2,3,47,0,69.0,3,0
1544,35.0,4,1,2,1100,0,127.0,2,0
1545,56.0,0,1,1,0,1,154.0,2,0
1546,53.0,1,1,1,0,0,36.0,4,0
1547,54.0,2,1,2,1544,0,85.0,7,0
1548,32.0,7,2,3,6145,1,362.0,1,0
1549,41.0,6,1,1,28,1,49.0,1,0
1550,40.0,1,1,1,1012,1,410.0,1,0
1551,33.0,1,1,0,245,1,253.0,3,0
1552,33.0,4,2,2,1998,0,570.0,1,0
1553,34.0,1,1,1,3990,1,633.0,7,0
1554,36.0,7,1,1,1328,1,82.0,4,0
1555,34.0,2,1,2,412,1,164.0,1,0
1556,55.0,4,1,0,229,0,175.0,3,0
1557,28.0,8,2,2,1562,0,659.0,4,1
1558,29.0,0,2,1,3432,1,139.0,2,0
1559,31.0,0,2,1,144,1,43.0,11,0
1560,52.0,4,1,2,1339,1,343.0,5,0
1561,54.0,7,1,3,386,0,74.0,1,0
1562,43.0,1,1,0,7727,1,302.0,8,0
1563,55.0,2,1,1,204,0,455.0,13,0
1564,28.0,1,0,3,101,1,126.0,4,0
1565,45.0,10,0,1,728,1,107.0,1,0
1566,45.0,2,1,0,2418,1,120.0,1,0
1567,51.0,4,1,2,2934,1,727.0,4,0
1568,42.0,9,2,1,0,1,275.0,4,0
1569,43.0,11,2,3,181,0,41.0,1,0
1570,34.0,4,1,2,176,0,61.0,4,0
1571,36.0,1,1,0,49,1,232.0,2,0
1572,37.0,1,1,1,2023,1,214.0,1,0
1573,50.0,1,1,1,372,1,21.0,1,0
1574,42.0,4,0,3,7702,0,138.0,2,1
1575,34.0,1,2,0,464,1,173.0,1,0
1576,48.0,4,1,1,117,1,635.0,1,0
1577,47.0,0,1,1,104,1,77.0,2,0
1578,40.0,4,1,2,1041,1,73.0,1,0
1579,37.0,4,1,2,539,0,540.0,2,0
1580,38.0,1,1,0,0,1,179.0,2,0
1581,29.0,9,2,2,406,1,119.0,1,0
1582,46.0,1,1,0,2558,1,107.0,1,0
1583,26.0,1,1,1,484,1,48.0,2,0
1584,30.0,7,2,2,3516,1,447.0,4,0
1585,42.0,1,1,1,5639,1,430.0,2,0
1586,42.0,4,2,2,100,0,64.0,2,0
1587,31.0,0,2,1,1306,1,217.0,5,0
1588,37.0,4,2,2,815,1,77.0,1,0
1589,26.0,1,1,1,245,1,16.0,11,0
1590,54.0,1,1,3,191,0,753.0,2,0
1591,70.0,5,1,1,2815,0,125.0,2,0
1592,29.0,6,2,1,3672,1,1210.0,1,0
1593,50.0,7,1,1,1572,1,185.0,1,0
1594,60.0,10,0,1,385,1,80.0,1,0
1595,32.0,9,2,1,29,0,156.0,2,0
1596,32.0,9,1,1,84,0,403.0,3,0
1597,34.0,6,2,2,876,1,145.0,2,0
1598,48.0,7,2,0,1499,1,17.0,7,0
1599,25.0,8,1,2,0,1,160.0,1,0
1600,32.0,4,1,1,6217,1,486.0,2,0
1601,32.0,1,1,0,329,1,321.0,1,0
1602,47.0,0,0,1,162,1,203.0,4,0
1603,32.0,9,1,3,14533,0,646.0,3,0
1604,49.0,4,2,2,151,1,97.0,3,1
1605,53.0,7,1,1,-2,1,144.0,2,0
1606,41.0,1,2,3,4684,0,30.0,6,0
1607,47.0,4,0,2,1149,0,82.0,2,0
1608,35.0,1,1,0,11,1,326.0,4,0
1609,33.0,4,2,1,8004,0,414.0,3,0
1610,49.0,1,1,0,1019,1,285.0,5,0
1611,46.0,4,0,2,1297,0,716.0,3,1
1612,29.0,4,0,2,415,1,449.0,4,0
1613,58.0,6,1,0,671,1,16.0,3,0
1614,40.0,0,2,1,2378,1,65.0,1,0
1615,34.0,4,1,2,417,1,138.0,1,0
1616,60.0,5,1,0,71,0,121.0,3,0
1617,43.0,4,1,2,1188,0,140.0,2,0
1618,50.0,1,1,0,8139,1,256.0,6,0
1619,33.0,1,1,1,249,1,61.0,4,0
1620,37.0,1,1,0,689,1,367.0,2,0
1621,55.0,6,1,1,203,1,9.0,5,0
1622,45.0,1,2,0,-183,0,395.0,4,0
1623,47.0,1,1,0,3451,0,125.0,2,0
1624,58.0,9,1,1,116,0,580.0,3,0
1625,36.0,7,1,1,1746,1,15.0,1,0
1626,55.0,9,1,1,0,1,119.0,2,0
1627,31.0,1,1,1,897,1,26.0,2,0
1628,38.0,9,1,1,821,1,224.0,2,0
1629,42.0,1,1,1,130,1,285.0,1,0
1630,32.0,4,0,2,1,1,399.0,4,0
1631,39.0,1,1,1,8,0,88.0,3,0
1632,41.0,9,1,1,55,1,185.0,4,0
1633,59.0,1,1,0,699,0,98.0,1,0
1634,42.0,10,0,1,759,0,97.0,1,0
1635,33.0,1,1,1,687,1,72.0,2,0
1636,53.0,5,1,1,4968,0,109.0,1,0
1637,43.0,1,1,0,1211,1,208.0,3,0
1638,39.0,6,2,2,426,0,1029.0,1,1
1639,27.0,2,2,1,376,1,273.0,1,0
1640,39.0,4,1,2,12,1,130.0,1,0
1641,27.0,1,2,1,23,0,590.0,2,0
1642,33.0,0,1,1,353,1,107.0,2,0
1643,29.0,7,0,1,330,1,88.0,2,0
1644,33.0,4,0,2,0,0,305.0,2,0
1645,41.0,2,1,1,353,0,90.0,2,0
1646,38.0,9,2,2,2273,1,222.0,1,0
1647,30.0,4,1,2,0,1,127.0,1,0
1648,58.0,10,1,2,744,0,38.0,1,0
1649,37.0,7,2,1,608,0,380.0,3,0
1650,36.0,0,0,1,356,1,244.0,3,0
1651,45.0,1,1,0,1291,1,189.0,17,0
1652,23.0,9,2,1,-306,1,217.0,2,0
1653,53.0,1,1,0,306,0,388.0,3,1
1654,44.0,1,1,0,-312,1,22.0,3,0
1655,32.0,9,2,1,493,0,289.0,2,0
1656,32.0,4,1,2,71,1,221.0,8,0
1657,38.0,0,1,2,669,1,129.0,2,0
1658,47.0,1,1,0,556,1,147.0,2,0
1659,34.0,7,2,1,84,1,299.0,1,0
1660,52.0,7,1,1,108,1,543.0,12,0
1661,45.0,0,2,1,-11,1,247.0,1,0
1662,50.0,1,1,0,1164,1,166.0,2,0
1663,52.0,1,0,0,-191,1,755.0,1,1
1664,37.0,1,1,1,132,0,336.0,2,0
1665,51.0,1,1,1,2237,1,619.0,1,0
1666,32.0,4,1,2,4761,1,159.0,2,0
1667,33.0,1,1,1,-346,1,29.0,3,0
1668,28.0,10,1,1,655,1,606.0,2,0
1669,66.0,4,1,2,1048,1,971.0,2,0
1670,31.0,7,2,1,0,1,231.0,2,0
1671,35.0,1,1,0,624,1,163.0,1,0
1672,47.0,7,2,3,1784,0,385.0,2,1
1673,36.0,0,2,1,1281,0,119.0,2,0
1674,32.0,9,2,2,569,0,348.0,1,0
1675,34.0,1,1,0,1666,1,30.0,1,0
1676,40.0,0,1,1,168,1,249.0,2,0
1677,33.0,6,1,2,263,0,119.0,2,0
1678,39.0,1,1,1,-405,1,177.0,1,0
1679,38.0,6,1,1,279,1,110.0,5,0
1680,32.0,9,2,1,0,0,594.0,4,1
1681,65.0,11,1,3,300,0,105.0,1,0
1682,34.0,10,2,2,415,0,123.0,1,0
1683,34.0,0,2,0,0,1,172.0,4,0
